Gene1,Gene2,PartialCor,Condition
CCBE1,CDKN2AIPNL,0.08771,LPS-2h
CCBE1,CREB1,0.26042,LPS-2h
CCDC125,CDAN1,0.14146,LPS-2h
CCDC125,KIAA0101,-0.17649,LPS-2h
CCL20,CNN2,-0.14908,LPS-2h
CCL20,CPPED1,-0.1726,LPS-2h
CCL20,EVI5L,-0.12131,LPS-2h
CCL20,FAM177A1,-0.11877,LPS-2h
CCL20,IER3,5e-05,LPS-2h
CCL20,NLRP3,0.17422,LPS-2h
CCL20,PGA3,-0.08392,LPS-2h
CCNB1IP1,CD68,-0.10284,LPS-2h
CCNB1IP1,CDK5RAP2,-0.15154,LPS-2h
CCNB1IP1,DDX19A,0.12876,LPS-2h
CCNB1IP1,DLEU2,-0.13076,LPS-2h
CCNB1IP1,IL18,0.17242,LPS-2h
CCNB1IP1,LYRM7,0.19106,LPS-2h
CCNB1IP1,RINL,0.26658,LPS-2h
CCNB1IP1,TPM3,-0.09118,LPS-2h
CCNB1IP1,ZHX2,-0.19427,LPS-2h
CCNB1IP1,ZNF763,0.13695,LPS-2h
CCR6,CDAN1,0.14818,LPS-2h
CCR6,FAM115A,0.17889,LPS-2h
CCR6,FAM177A1,0.11546,LPS-2h
CCR6,GJC1,0.26067,LPS-2h
CCR6,ITIH5,0.2145,LPS-2h
CCR6,MSH3,0.14362,LPS-2h
CCR6,TIPRL,-0.09459,LPS-2h
CCR6,ZNF430,0.28305,LPS-2h
CD68,CYP27A1,0.21499,LPS-2h
CD68,LOC729090,0.09774,LPS-2h
CD68,LYRM7,-0.18428,LPS-2h
CD68,NUP107,-0.17322,LPS-2h
CD68,ZNF557,-0.10959,LPS-2h
CD68,ZNF652,0.15263,LPS-2h
CD68,ZYX,0.11131,LPS-2h
CD72,CNN2,0.21975,LPS-2h
CD72,EPSTI1,0.15083,LPS-2h
CD72,GCLM,-0.24647,LPS-2h
CD72,HIST1H2BD,0.2032,LPS-2h
CD72,HSBP1,0.16502,LPS-2h
CD72,NLRP3,0.15207,LPS-2h
CD72,TBC1D15,0.19074,LPS-2h
CD72,TLK1,-0.13192,LPS-2h
CD72,ZNF786,0.08016,LPS-2h
CD84,DDX19A,0.15111,LPS-2h
CD84,DENND4C,0.12766,LPS-2h
CD84,ITK,-0.16815,LPS-2h
CD84,PLEKHB2,0.20909,LPS-2h
CD84,SLAMF6,0.38378,LPS-2h
CD84,SMC4,-0.11648,LPS-2h
CDAN1,CRCP,0.11761,LPS-2h
CDAN1,DAPP1,0.12199,LPS-2h
CDK5RAP2,CYP27A1,0.13121,LPS-2h
CDK5RAP2,GCLM,0.13397,LPS-2h
CDK5RAP2,GSR,0.10754,LPS-2h
CDK5RAP2,IL18,-0.09234,LPS-2h
CDK5RAP2,PRPF8,0.18119,LPS-2h
CDK5RAP2,SC4MOL,0.12162,LPS-2h
CDK5RAP2,SGK3,0.11923,LPS-2h
CDK5RAP2,SLC3A2,0.20495,LPS-2h
CDK5RAP2,SPINK1,0.12411,LPS-2h
CDK5RAP2,TLK1,0.17511,LPS-2h
CDKN2AIPNL,CHRNA5,0.0737,LPS-2h
CDKN2AIPNL,DDX51,0.32527,LPS-2h
CDKN2AIPNL,FAM63A,-0.11155,LPS-2h
CDKN2AIPNL,LOC729090,0.35526,LPS-2h
CEACAM1,LEF1,0.07966,LPS-2h
CHRNA5,CREB1,0.07355,LPS-2h
CHRNA5,FAM63A,0.62294,LPS-2h
CHRNA5,HSPC268,0.26765,LPS-2h
CHRNA5,QRFPR,0.27136,LPS-2h
CHRNA5,TP53BP2,0.05914,LPS-2h
CHRNA5,ZNF69,0.06896,LPS-2h
CHST12,FGFBP2,0.14959,LPS-2h
CHST12,IL32,0.15811,LPS-2h
CHST12,LOC100130229,0.15914,LPS-2h
CHST12,SLAMF6,0.16769,LPS-2h
CHST12,TNFRSF10B,-0.16612,LPS-2h
CHST12,TNK2,0.13094,LPS-2h
CHST12,ZC3HAV1L,-0.12375,LPS-2h
CNN2,DDX19A,-0.17881,LPS-2h
CNN2,IMPDH1,0.14419,LPS-2h
CNN2,LOC100128086,-0.21207,LPS-2h
CNN2,ZYX,0.1592,LPS-2h
COPZ1,CRCP,-0.06412,LPS-2h
COPZ1,EPSTI1,-0.06219,LPS-2h
COPZ1,FCGR3A,-0.23586,LPS-2h
COPZ1,GALNT6,-0.18199,LPS-2h
COPZ1,NLRP3,0.25007,LPS-2h
COPZ1,PLIN5,-0.14109,LPS-2h
COPZ1,PRPF8,0.19956,LPS-2h
COPZ1,TMBIM4,-0.20622,LPS-2h
COPZ1,YEATS4,-0.11362,LPS-2h
COX16,MCF2L2,0.14305,LPS-2h
COX16,NT5DC3,0.13919,LPS-2h
COX19,CRCP,0.10797,LPS-2h
COX19,DENND4C,0.18645,LPS-2h
COX19,FAM63A,-0.02143,LPS-2h
COX19,FLJ38717,0.08065,LPS-2h
COX19,HIST1H2BD,-0.14289,LPS-2h
COX19,PHRF1,0.19621,LPS-2h
COX19,STAG3L3,0.01339,LPS-2h
COX19,VHL,0.13549,LPS-2h
COX6A1,DDX19A,0.07019,LPS-2h
COX6A1,EPSTI1,-0.13906,LPS-2h
COX6A1,FAM177A1,-0.17022,LPS-2h
COX6A1,FOXD4L4,0.07563,LPS-2h
COX6A1,GLIPR1,0.07046,LPS-2h
COX6A1,GTF2IRD2B,0.17811,LPS-2h
COX6A1,HSBP1,0.09297,LPS-2h
COX6A1,ITK,-0.08325,LPS-2h
COX6A1,NBPF8,-0.14193,LPS-2h
COX6A1,NLRP3,-0.20684,LPS-2h
COX6A1,PRPF8,-0.13673,LPS-2h
COX6A1,SLC3A2,0.16877,LPS-2h
COX6A1,SSSCA1,0.19253,LPS-2h
COX6A1,STK24,-0.19547,LPS-2h
COX6A1,UBE2E2,0.15395,LPS-2h
COX6A1,VHL,-0.13057,LPS-2h
COX6A1,WDR74,0.16229,LPS-2h
COX6A1,WNT5A,-0.11578,LPS-2h
COX6A1,ZNF131,-0.10704,LPS-2h
COX6A1,ZNF652,0.17275,LPS-2h
CPPED1,DEM1,0.08055,LPS-2h
CPPED1,HNRPR,0.17922,LPS-2h
CPPED1,LGALS3,0.00033,LPS-2h
CPPED1,NUP107,-0.12471,LPS-2h
CPPED1,PHRF1,-0.1694,LPS-2h
CPPED1,SLAMF7,-0.15143,LPS-2h
CPPED1,STAG3L3,-0.11206,LPS-2h
CRCP,DUSP19,-0.14346,LPS-2h
CRCP,DUXAP3,0.37062,LPS-2h
CREB1,DDX51,0.29335,LPS-2h
CREB1,DUSP19,0.03035,LPS-2h
CREB1,DUXAP3,-0.16569,LPS-2h
CREB1,EID2B,0.34053,LPS-2h
CREB1,KLHL28,0.36765,LPS-2h
CRTC3,FCAR,0.05789,LPS-2h
CRTC3,GIMAP1,0.13544,LPS-2h
CRTC3,GLTSCR1,0.23026,LPS-2h
CRTC3,ISG20L2,0.12383,LPS-2h
CRTC3,PRPF8,0.13454,LPS-2h
CRTC3,SLAMF6,-0.111,LPS-2h
CRTC3,SLC3A2,0.09813,LPS-2h
CRTC3,SPC24,-0.21337,LPS-2h
CRTC3,STK24,0.0732,LPS-2h
CRTC3,TLK1,0.2397,LPS-2h
CYP27A1,DOPEY2,0.1271,LPS-2h
CYP27A1,ENHO,-0.15061,LPS-2h
CYP27A1,FCGR3A,-0.18393,LPS-2h
CYP27A1,GIMAP1,-0.11037,LPS-2h
CYP27A1,ICA1,-0.11979,LPS-2h
CYP27A1,IL18,0.14211,LPS-2h
CYP27A1,LOC100190938,0.09943,LPS-2h
CYP27A1,NCAPD2,0.14639,LPS-2h
CYP27A1,PGA3,-0.09226,LPS-2h
CYP27A1,SLC3A2,0.15172,LPS-2h
CYP27A1,SORL1,-0.2541,LPS-2h
CYP27A1,TNFSF15,-0.07254,LPS-2h
DAPP1,DENND4C,-0.17469,LPS-2h
DAPP1,DUXAP3,0.16936,LPS-2h
DAPP1,FDXACB1,0.09181,LPS-2h
DAPP1,FKTN,0.29687,LPS-2h
DCLRE1C,LOC284821,-0.18645,LPS-2h
DCLRE1C,MBOAT2,0.12017,LPS-2h
DCLRE1C,NOD1,0.17816,LPS-2h
DCLRE1C,RINL,0.17772,LPS-2h
DCLRE1C,SMC4,0.15078,LPS-2h
DCLRE1C,STAG3L3,0.15446,LPS-2h
DDX19A,DENND4C,0.14363,LPS-2h
DDX19A,DOPEY2,0.12769,LPS-2h
DDX19A,HSBP1,0.25669,LPS-2h
DDX19A,KLHL8,0.16508,LPS-2h
DDX19A,LOC401357,0.06551,LPS-2h
DDX19A,POLR3A,0.26316,LPS-2h
DDX19A,SNX17,0.10909,LPS-2h
DDX19A,ZNF845,0.07631,LPS-2h
DDX51,DEM1,0.29227,LPS-2h
DEM1,DUXAP3,0.2947,LPS-2h
DEM1,FKBP14,0.43143,LPS-2h
DEM1,GIMAP1,0.13692,LPS-2h
DENND4C,DOPEY2,0.12422,LPS-2h
DENND4C,GLIPR1,0.16899,LPS-2h
DENND4C,HIATL2,0.17133,LPS-2h
DENND4C,KIR2DL3,-0.15444,LPS-2h
DENND4C,NOD1,0.23595,LPS-2h
DENND4C,SLC35E3,-0.09818,LPS-2h
DENND4C,TRIM56,0.10807,LPS-2h
DLEU2,HIST1H2BD,0.19532,LPS-2h
DLEU2,SLC3A2,0.10141,LPS-2h
DLEU2,SNORD3D,-0.04468,LPS-2h
DOPEY2,DUXAP3,0.09753,LPS-2h
DOPEY2,FAM153B,0.12417,LPS-2h
DOPEY2,GTF2IRD2B,-0.16532,LPS-2h
DOPEY2,LOC643882,0.2389,LPS-2h
DOPEY2,SNORD3D,-0.07783,LPS-2h
DOPEY2,THRA,0.12257,LPS-2h
DOPEY2,UBE2E2,0.14801,LPS-2h
DSN1,TMEM159,-0.18681,LPS-2h
DSN1,ZNF777,-0.20846,LPS-2h
DUSP19,EID2B,0.2288,LPS-2h
DUSP19,EPSTI1,0.18808,LPS-2h
DUSP19,FAM153B,-0.09031,LPS-2h
DUSP19,FLJ44124,-0.09902,LPS-2h
DUSP19,FLJ46309,0.19863,LPS-2h
DUSP19,GCLM,0.18382,LPS-2h
DUSP19,GNB4,0.25842,LPS-2h
DUSP19,HNRPR,-0.12395,LPS-2h
DUSP19,KIAA1751,0.22854,LPS-2h
DUSP19,LGALS3,-0.14596,LPS-2h
DUXAP3,EID2B,0.19281,LPS-2h
DUXAP3,FAM115A,0.24643,LPS-2h
EID2B,ENHO,0.0393,LPS-2h
EID2B,FAM119A,0.45163,LPS-2h
EID2B,NOD1,-0.16098,LPS-2h
ENHO,GCLM,0.1406,LPS-2h
ENHO,LOC100128460,0.20084,LPS-2h
ENHO,SNORD3C,0.03819,LPS-2h
EPSTI1,HCG2P7,-0.11685,LPS-2h
EPSTI1,ICMT,-0.09797,LPS-2h
EPSTI1,ISG20L2,-0.0819,LPS-2h
EPSTI1,LOC644642,0.11815,LPS-2h
EPSTI1,NOD1,0.13092,LPS-2h
EPSTI1,PCYOX1,-0.16173,LPS-2h
EPSTI1,PIGW,-0.07692,LPS-2h
EPSTI1,PNPT1,0.26752,LPS-2h
EPSTI1,PPA2,-0.22021,LPS-2h
EPSTI1,PRPF8,-0.13851,LPS-2h
EPSTI1,TRIM56,0.21654,LPS-2h
EPSTI1,ZHX2,0.1595,LPS-2h
EVI5L,IMPDH1,0.28418,LPS-2h
EVI5L,MDM1,0.1628,LPS-2h
EVI5L,MEFV,0.21292,LPS-2h
EVI5L,SNORD3D,-0.0707,LPS-2h
EVI5L,TAF13,-0.10504,LPS-2h
EVI5L,TRIM56,-0.19943,LPS-2h
EVI5L,ZNF777,0.06043,LPS-2h
FAM102A,FGFBP2,0.35055,LPS-2h
FAM102A,GIMAP1,0.11903,LPS-2h
FAM102A,LEF1,0.33184,LPS-2h
FAM102A,TMBIM4,-0.0757,LPS-2h
FAM115A,FAM119A,0.1176,LPS-2h
FAM115A,GABPB2,0.15109,LPS-2h
FAM115A,GCLM,-0.0956,LPS-2h
FAM115A,LOC100190938,0.2926,LPS-2h
FAM119A,FAM175A,0.47709,LPS-2h
FAM119A,FAM63A,0.09021,LPS-2h
FAM153B,FAM40B,0.22393,LPS-2h
FAM153B,IER3,-0.12609,LPS-2h
FAM153B,PLA2G2D,0.27093,LPS-2h
FAM175A,FAM73A,0.41612,LPS-2h
FAM177A1,FARSLB,0.16065,LPS-2h
FAM177A1,ITIH5,0.27164,LPS-2h
FAM177A1,KIAA0101,0.29342,LPS-2h
FAM40B,FAM73A,0.20184,LPS-2h
FAM40B,FDXACB1,0.13513,LPS-2h
FAM40B,ICA1,0.15919,LPS-2h
FAM40B,LOC100130053,0.20538,LPS-2h
FAM40B,ZNF786,0.10281,LPS-2h
FAM63A,FKBP1P1,0.21679,LPS-2h
FAM63A,FLJ38717,-0.12763,LPS-2h
FAM63A,TBC1D9,0.08236,LPS-2h
FAM73A,FARSLB,0.04602,LPS-2h
FAM73A,FKBP14,0.15474,LPS-2h
FAM73A,PRPF8,-0.11506,LPS-2h
FARSLB,FKTN,0.18137,LPS-2h
FARSLB,GABPB2,0.31784,LPS-2h
FARSLB,GLTSCR1,0.17055,LPS-2h
FCAR,FKBP14,0.13451,LPS-2h
FCAR,FKBP1P1,0.12254,LPS-2h
FCAR,MBTD1,0.39026,LPS-2h
FCAR,SEMA3E,0.36761,LPS-2h
FCF1,LOC100134229,-0.16283,LPS-2h
FCF1,TAF13,0.13207,LPS-2h
FCGR3A,FKBP14,0.11877,LPS-2h
FCGR3A,GIMAP1,0.13931,LPS-2h
FCGR3A,KCNMB4,0.18946,LPS-2h
FCGR3A,LIN52,0.18171,LPS-2h
FCGR3A,NCAPD2,0.20247,LPS-2h
FDXACB1,FKBP14,-0.09754,LPS-2h
FDXACB1,GGA1,-0.09268,LPS-2h
FDXACB1,GSDM1,0.16014,LPS-2h
FGFBP2,ITK,0.12766,LPS-2h
FHIT,ITK,0.14578,LPS-2h
FHIT,LGMN,0.11995,LPS-2h
FKBP14,FLJ44124,0.08686,LPS-2h
FKBP14,FLJ46309,0.08254,LPS-2h
FKBP14,HNRNPU,0.32136,LPS-2h
FKBP14,ZNF131,0.11208,LPS-2h
FKBP1P1,FUT6,0.06505,LPS-2h
FKBP1P1,GABPB2,-0.08258,LPS-2h
FKBP1P1,HSPC268,0.23458,LPS-2h
FKBP1P1,IL10,-0.08169,LPS-2h
FKBP1P1,LOC643509,-0.15027,LPS-2h
FKBP1P1,PHAX,0.15382,LPS-2h
FKTN,FLJ44124,0.27296,LPS-2h
FLJ38717,FOXD4L4,0.11848,LPS-2h
FLJ38717,ICA1,0.1527,LPS-2h
FLJ38717,LGALS3,-0.2169,LPS-2h
FLJ38717,LMOD3,0.21899,LPS-2h
FLJ38717,LOC100134868,0.22699,LPS-2h
FLJ38717,MINK1,-0.1161,LPS-2h
FLJ38717,NBPF8,-0.12458,LPS-2h
FLJ38717,SNORD3C,0.04808,LPS-2h
FLJ38717,TIPRL,-0.1497,LPS-2h
FLJ40453,PPIL3,0.21516,LPS-2h
FLJ40453,SMAP1,-0.12731,LPS-2h
FLJ40453,TAF13,0.07083,LPS-2h
FLJ40453,ZC3HAV1L,0.19133,LPS-2h
FLJ40453,ZNF43,0.23969,LPS-2h
FLJ40453,ZNF763,-0.21593,LPS-2h
FLJ44124,FLJ46309,0.15762,LPS-2h
FLJ44124,GABPB2,0.2119,LPS-2h
FLJ44124,KIAA0101,-0.06435,LPS-2h
FLJ44124,LOC202781,0.41657,LPS-2h
FLJ44124,ZNF786,0.25229,LPS-2h
FLJ46309,GGA1,0.26029,LPS-2h
FLJ46309,GLTSCR1,-0.16323,LPS-2h
FOXD4L4,FUT6,0.17037,LPS-2h
FOXD4L4,PHF1,0.14282,LPS-2h
FUT6,GCLM,0.1751,LPS-2h
FUT6,GDPD1,0.11258,LPS-2h
FUT6,GSDM1,-0.12505,LPS-2h
FUT6,LIN52,0.20162,LPS-2h
FUT6,LOC100132540,0.19486,LPS-2h
FUT6,LOC646897,0.21269,LPS-2h
FUT6,MBOAT2,0.03117,LPS-2h
FUT6,RASSF6,0.29849,LPS-2h
FUT6,ZNF845,-0.17871,LPS-2h
GABPB2,GJC1,0.28697,LPS-2h
GABPB2,GNB4,-0.17323,LPS-2h
GABPB2,GTF2IRD2B,-0.08214,LPS-2h
GALNT6,ISG20L2,0.01677,LPS-2h
GALNT6,RELB,0.27124,LPS-2h
GALNT6,SNORD3D,-0.10701,LPS-2h
GALNT6,TBC1D15,0.20574,LPS-2h
GALNT6,TNFSF14,0.22232,LPS-2h
GCLM,LEMD3,0.18597,LPS-2h
GCLM,OSCAR,-0.1268,LPS-2h
GCLM,SLAMF6,-0.11416,LPS-2h
GCLM,SLC3A2,0.10188,LPS-2h
GCLM,TBC1D9,-0.14919,LPS-2h
GDPD1,HNRNPU,0.07351,LPS-2h
GDPD1,LOC100128126,0.19718,LPS-2h
GDPD1,LOC100130276,0.23706,LPS-2h
GDPD1,LOC440157,0.31213,LPS-2h
GGA1,GIMAP1,-0.07759,LPS-2h
GGA1,GJC1,0.06161,LPS-2h
GGA1,GNB4,0.06624,LPS-2h
GGA1,H6PD,-0.08761,LPS-2h
GGA1,HCG2P7,0.08693,LPS-2h
GGA1,ICA1,-0.08639,LPS-2h
GGA1,KIAA0101,0.13862,LPS-2h
GGA1,LOC440157,-0.05553,LPS-2h
GGA1,LOC729439,0.11081,LPS-2h
GGA1,RRP7B,0.57049,LPS-2h
GIMAP1,GLTSCR1,0.09379,LPS-2h
GIMAP1,IER3,-0.09728,LPS-2h
GIMAP1,IL12RB1,0.10031,LPS-2h
GIMAP1,IL32,0.1945,LPS-2h
GIMAP1,LEF1,0.08318,LPS-2h
GIMAP1,LOC401357,-0.15397,LPS-2h
GIMAP1,YRDC,-0.11929,LPS-2h
GIMAP1,ZYX,-0.12125,LPS-2h
GJC1,GNB4,0.1552,LPS-2h
GJC1,HIATL2,0.1542,LPS-2h
GJC1,KLHL28,-0.11791,LPS-2h
GJC1,LOC642947,0.4291,LPS-2h
GLIPR1,IMPDH1,0.13569,LPS-2h
GLIPR1,LOC401357,-0.1203,LPS-2h
GLIPR1,NBPF8,-0.15003,LPS-2h
GLIPR1,PDCD7,-0.11182,LPS-2h
GLIPR1,SPC24,-0.15131,LPS-2h
GLIPR1,SRGAP1,0.09096,LPS-2h
GLTSCR1,GSTTP2,-0.12106,LPS-2h
GLTSCR1,LOC728457,0.09521,LPS-2h
GLTSCR1,PHRF1,0.21757,LPS-2h
GLTSCR1,ZNF763,0.13759,LPS-2h
GNB4,GSR,-0.15668,LPS-2h
GNB4,NOD1,0.1864,LPS-2h
GNB4,PLEKHB2,0.1405,LPS-2h
GNB4,PRPF8,-0.15869,LPS-2h
GSDM1,GSR,0.14667,LPS-2h
GSDM1,HFE,0.06421,LPS-2h
GSDM1,HNRPR,-0.07396,LPS-2h
GSDM1,ITIH5,0.05009,LPS-2h
GSDM1,KILLIN,0.28218,LPS-2h
GSDM1,LOC641522,0.28957,LPS-2h
GSDM1,PPID,0.52029,LPS-2h
GSR,IL32,-0.15252,LPS-2h
GSR,LOC100130835,0.15065,LPS-2h
GSR,PHLDB3,-0.11336,LPS-2h
GSR,PRPF8,0.09583,LPS-2h
GSR,TTC21B,0.17564,LPS-2h
GSTTP2,HNRNPU,0.23293,LPS-2h
GSTTP2,ICA1,0.19566,LPS-2h
GSTTP2,NCAPD2,-0.19238,LPS-2h
GTF2IRD2B,JARID2,-0.28785,LPS-2h
GTF2IRD2B,LOC284821,0.15312,LPS-2h
GTF2IRD2B,MFSD11,0.17058,LPS-2h
GTF2IRD2B,MT1G,-0.1154,LPS-2h
GTF2IRD2B,PHF1,0.1332,LPS-2h
GTF2IRD2B,SLAMF7,-0.178,LPS-2h
GTF2IRD2B,TDRD1,0.13229,LPS-2h
H6PD,KLHL28,0.06347,LPS-2h
H6PD,LOC100134229,0.21202,LPS-2h
HCG2P7,HIATL2,0.19443,LPS-2h
HCG2P7,HSPC268,0.11261,LPS-2h
HCG2P7,KIAA0101,0.26058,LPS-2h
HCG2P7,LOC100130053,-0.13242,LPS-2h
HCG2P7,LOC202781,-0.09764,LPS-2h
HCG2P7,STAG3L3,-0.09235,LPS-2h
HIATL2,HNRNPU,0.16572,LPS-2h
HIATL2,HSD17B7,0.46507,LPS-2h
HIST1H2BD,IL10,-0.18742,LPS-2h
HIST1H2BD,KIR2DL3,0.25388,LPS-2h
HIST1H2BD,LOC644642,0.07579,LPS-2h
HIST1H2BD,MT1G,0.22102,LPS-2h
HIST1H2BD,NLRP3,0.1899,LPS-2h
HIST1H2BD,PHF1,0.11349,LPS-2h
HIST1H2BD,PHLDB3,0.12968,LPS-2h
HIST1H2BD,PION,-0.10068,LPS-2h
HIST1H2BD,PRPF8,-0.16547,LPS-2h
HIST1H2BD,YEATS4,0.07915,LPS-2h
HNRNPU,HSPC268,0.04862,LPS-2h
HNRNPU,KIAA0101,-0.05867,LPS-2h
HNRNPU,ZNF483,0.39853,LPS-2h
HNRPR,NBPF8,0.2953,LPS-2h
HNRPR,NFIL3,-0.13955,LPS-2h
HNRPR,PHF1,-0.06485,LPS-2h
HNRPR,PHLDB3,0.08043,LPS-2h
HNRPR,SGK3,0.29957,LPS-2h
HNRPR,TPM4,0.13784,LPS-2h
HNRPR,WDR48,0.1924,LPS-2h
HSBP1,HSPC268,-0.07449,LPS-2h
HSBP1,JARID2,-0.12917,LPS-2h
HSBP1,LOC100130229,0.15628,LPS-2h
HSBP1,SC4MOL,-0.10848,LPS-2h
HSBP1,TMEM128,0.16005,LPS-2h
HSBP1,TRIM56,0.10052,LPS-2h
HSBP1,UBE2E2,0.0988,LPS-2h
HSBP1,ZNF845,0.15126,LPS-2h
HSD17B7,HSPC268,0.09699,LPS-2h
HSD17B7,ICA1,0.14521,LPS-2h
HSD17B7,LOC100130053,0.20158,LPS-2h
HSPC268,ICMT,-2e-05,LPS-2h
HSPC268,IMPDH1,-0.03873,LPS-2h
HSPC268,KCNH6,0.22827,LPS-2h
HSPC268,LOC100130835,0.24798,LPS-2h
ICA1,ICMT,-0.04295,LPS-2h
ICA1,IL10,-0.0831,LPS-2h
ICA1,ITIH5,0.10352,LPS-2h
ICA1,LILRB3,0.16453,LPS-2h
ICA1,LOC440157,0.14046,LPS-2h
ICA1,LOC729090,-0.072,LPS-2h
ICA1,SLC4A5,0.43571,LPS-2h
ICMT,KLHL8,0.26954,LPS-2h
ICMT,LOC641522,0.06065,LPS-2h
ICMT,MTMR12,0.13312,LPS-2h
ICMT,SNX17,0.08218,LPS-2h
ICMT,THRA,0.2502,LPS-2h
ICMT,UBE2E2,0.27473,LPS-2h
ICMT,VHL,-0.14659,LPS-2h
IER3,IL10,0.14413,LPS-2h
IER3,MTMR12,0.12184,LPS-2h
IER3,PPIL3,0.16484,LPS-2h
IER3,RRP7B,0.09447,LPS-2h
IER3,SLC3A2,0.17543,LPS-2h
IFT88,PHF1,0.28755,LPS-2h
IFT88,PION,0.16527,LPS-2h
IFT88,STK24,0.19148,LPS-2h
IL10,IL18,0.18153,LPS-2h
IL10,LOC643509,0.12785,LPS-2h
IL10,LYRM7,-0.12064,LPS-2h
IL10,RAB3IP,0.09914,LPS-2h
IL10,SORL1,0.1664,LPS-2h
IL10,ZHX2,0.08963,LPS-2h
IL10,ZNF652,0.10563,LPS-2h
IL12RB1,MEFV,0.22265,LPS-2h
IL12RB1,RINL,0.1767,LPS-2h
IL18,KCNH6,0.14222,LPS-2h
IL18,LOC100130053,0.20299,LPS-2h
IL18,LOC100130835,-0.09112,LPS-2h
IL18,SLC47A1,-0.19509,LPS-2h
IL18,TMBIM4,-0.22478,LPS-2h
IL32,ITK,0.16266,LPS-2h
IMPACT,TRIM34,0.20563,LPS-2h
IMPDH1,LOC644642,0.1504,LPS-2h
IMPDH1,LYRM7,-0.10661,LPS-2h
IMPDH1,NBPF8,-0.12018,LPS-2h
IMPDH1,NLRP3,0.0959,LPS-2h
IMPDH1,PRPF8,0.1246,LPS-2h
IMPDH1,SLAMF7,-0.08033,LPS-2h
IMPDH1,SMC4,-0.13281,LPS-2h
IMPDH1,TMBIM4,0.13949,LPS-2h
IMPDH1,YEATS4,-0.14919,LPS-2h
IMPDH1,ZYX,0.17849,LPS-2h
ISG20L2,MAFF,0.17261,LPS-2h
ISG20L2,MRP63,0.10795,LPS-2h
ISG20L2,SGK3,0.17238,LPS-2h
ISG20L2,SORL1,0.14157,LPS-2h
ITIH5,LILRB3,0.09156,LPS-2h
ITK,KIR2DL3,0.09926,LPS-2h
ITK,LEF1,0.65871,LPS-2h
ITK,LOC284821,0.15086,LPS-2h
ITK,RINL,0.16047,LPS-2h
ITK,SLAMF6,0.23055,LPS-2h
ITK,TNK2,0.06529,LPS-2h
JARID2,PRPF8,0.14536,LPS-2h
JARID2,RINL,-0.10622,LPS-2h
JARID2,TBC1D9,-0.13826,LPS-2h
KCNH6,KIAA0101,0.21372,LPS-2h
KCNH6,KIAA1751,0.20758,LPS-2h
KCNMB4,LEF1,-0.12011,LPS-2h
KCNMB4,MEFV,0.16342,LPS-2h
KCNMB4,NUP107,-0.21585,LPS-2h
KCNMB4,PGA3,0.18421,LPS-2h
KCNMB4,PION,0.10483,LPS-2h
KCNMB4,SLAMF6,0.20596,LPS-2h
KCNMB4,YRDC,-0.19817,LPS-2h
KCNMB4,ZNF777,-0.17755,LPS-2h
KIAA0101,KLHL8,0.02026,LPS-2h
KIAA0101,LGALS3,-0.09205,LPS-2h
KIAA0101,LILRB3,0.10762,LPS-2h
KIAA0101,LOC646996,-0.11781,LPS-2h
KIAA0101,MGC16703,0.12776,LPS-2h
KIAA0101,PDCD7,0.08988,LPS-2h
KIAA1751,LGALS3,0.11209,LPS-2h
KIAA1751,LOC641522,0.07209,LPS-2h
KIAA1751,SLC47A1,0.12106,LPS-2h
KILLIN,LGMN,0.13532,LPS-2h
KILLIN,LMOD3,-0.1174,LPS-2h
KILLIN,LOC100132540,0.12517,LPS-2h
KILLIN,LOC100132727,0.16743,LPS-2h
KILLIN,LOC641522,0.20343,LPS-2h
KIR2DL3,LGALS3,-0.05023,LPS-2h
KLHL28,LGALS3,0.06953,LPS-2h
KLHL28,LMOD3,0.09914,LPS-2h
KLHL28,LOC100130835,0.15536,LPS-2h
KLHL28,LOC728903,0.23978,LPS-2h
KLHL28,LYZ,-0.1212,LPS-2h
KLHL8,MAFF,0.12185,LPS-2h
KLHL8,NCAPD2,0.20069,LPS-2h
KLHL8,TBC1D9,-0.20056,LPS-2h
LEF1,OSCAR,-0.07264,LPS-2h
LEMD3,SMC4,0.20366,LPS-2h
LGALS3,LOC100128098,0.1767,LPS-2h
LGALS3,LOC100130229,-0.09242,LPS-2h
LGALS3,LOC255167,0.17093,LPS-2h
LGALS3,LOC401357,-0.0984,LPS-2h
LGALS3,LOC643882,0.15181,LPS-2h
LGALS3,LOC729603,-0.2323,LPS-2h
LGALS3,LOC730313,0.07912,LPS-2h
LGALS3,LYZ,0.07145,LPS-2h
LGALS3,NLRP3,-0.09351,LPS-2h
LGALS3,OSCAR,-0.10693,LPS-2h
LGALS3,PTPLAD2,0.1268,LPS-2h
LGALS3,TBC1D9,0.12202,LPS-2h
LGMN,LOC100132870,0.15333,LPS-2h
LGMN,NT5DC3,0.12272,LPS-2h
LILRB3,LIN52,0.10133,LPS-2h
LILRB3,MCM8,0.22443,LPS-2h
LILRB3,MINK1,0.29794,LPS-2h
LILRB3,SSSCA1,-0.11698,LPS-2h
LIN52,LOC100130229,0.11066,LPS-2h
LIN52,ZNF131,-0.20824,LPS-2h
LMOD3,LOC100128098,0.26526,LPS-2h
LMOD3,LOC100128126,0.31268,LPS-2h
LMOD3,LOC100128288,0.38304,LPS-2h
